title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance
Michael Sheen to star in climber Mallory biopic,2015,http://www.bbc.co.uk/news/entertainment-arts-32215568,James Harden,0.0,0.7786398530006409,0.7623063921928406,0.543045163154602
Irish Premiership: Institute 1-1 Warrenpoint Town,2015,https://www.bbc.co.uk/sport/football/30606362,Stephen Curry,0.1692307692307692,0.5415172278881073,0.5421859622001648,0.547547459602356
Irish Premiership: Ballinamallard Utd 3-1 Warrenpoint Town,2015,https://www.bbc.co.uk/sport/football/30255666,Stephen Curry,0.0810213940648723,0.6059907078742981,0.6137625773747762,0.547547459602356
Irish Premiership: Portadown 2-1 Institute,2015,https://www.bbc.co.uk/sport/football/30673066,Stephen Curry,0.1220178372352285,0.6278282801310221,0.5990403493245443,0.547547459602356
Gault goal gives Ports win over Institute,2015,https://www.bbc.co.uk/sport/av/football/30690497,Stephen Curry,0.8,0.6846843957901001,0.5605482459068298,0.547547459602356
Irish Premiership: Ballinamallard Utd 2-1 Coleraine,2015,https://www.bbc.co.uk/sport/football/31473142,Stephen Curry,0.0341269841269841,0.6175285379091898,0.5867272019386292,0.547547459602356
Irish Premiership: Ballinamallard Utd 1-1 Crusaders,2015,https://www.bbc.co.uk/sport/football/29968735,Stephen Curry,-0.0359567901234567,0.5449715554714203,0.6205055713653564,0.547547459602356
NBA All-Star Game: West beat East in highest-scoring game,2015,https://www.bbc.co.uk/sport/basketball/31484692,Russell Westbrook,-0.0478535353535353,0.548418253660202,0.5325923562049866,0.523891270160675
LeBron James' Cleveland Cavaliers NBA return ends in loss,2015,https://www.bbc.co.uk/sport/basketball/29846598,LeBron James,0.1551948051948052,0.549380898475647,0.6336812973022461,0.5537234544754028
NBA All-Star Damian Lillard praises Englishman Joel Freeland,2015,https://www.bbc.co.uk/sport/basketball/31470307,Damian Lillard,0.1033057851239669,0.5803163647651672,0.6380044519901276,0.5339288711547852
Floyd Mayweather: Manny Pacquiao fight rumours 'speculation',2015,https://www.bbc.co.uk/sport/av/basketball/31488517,Klay Thompson,0.0,0.6859958171844482,0.6147745251655579,0.5348758697509766
Masters snooker: Archive - Ding hits a maximum break in 2007,2015,https://www.bbc.co.uk/sport/av/snooker/30686064,Anthony Davis,0.0,0.6606571674346924,0.565910279750824,0.5399381518363953
Athletics: Aled Sion Davies beats his own world indoor record,2015,https://www.bbc.co.uk/sport/wales/31479598,Anthony Davis,0.1486742424242424,0.5365454852581024,0.5332253575325012,0.5399381518363953
Aled Davies: Welshman adds shot world record to new discus mark,2015,https://www.bbc.co.uk/sport/disability-sport/31579294,Anthony Davis,0.27,0.6059826910495758,0.5296542346477509,0.5399381518363953
Anthony Stewart: Crewe sign Wycombe defender on loan,2015,https://www.bbc.co.uk/sport/football/30196434,Anthony Davis,-0.0111317254174397,0.572638064622879,0.5831966400146484,0.5399381518363953
Aled Sion Davies sets new F42 shot put indoor personal best,2015,https://www.bbc.co.uk/sport/wales/30771645,Anthony Davis,0.1244206773618538,0.5686908662319183,0.5410468578338623,0.5399381518363953
Chris Hargreaves backs Paul Sturrock to help Torquay improve,2015,https://www.bbc.co.uk/sport/football/32204159,Chris Paul,0.2178113553113553,0.537542313337326,0.5622452199459076,0.5396897196769714
Paul Lambert: Christian Benteke didn't throw a 'Mike Tyson punch',2015,https://www.bbc.co.uk/sport/football/29873833,Chris Paul,0.0612903225806451,0.5652366479237875,0.5579373240470886,0.5396897196769714
"We have to rebuild Rangers, says Paul Murray",2015,https://www.bbc.co.uk/sport/av/scotland/31790235,Chris Paul,0.0,0.6849743723869324,0.6115007996559143,0.5396897196769714
Torquay: Chris Hargreaves says Sturrock replacement 'not vital',2015,https://www.bbc.co.uk/sport/football/32248021,Chris Paul,0.0962053571428571,0.5579026639461517,0.5965394973754883,0.5396897196769714
Say fit? Reynolds' Mr Whiskers and other on-screen 'Scots',2015,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-31714736,Blake Griffin,0.1375,0.5652050375938416,0.5031806826591492,0.5443395376205444
Famous sporting sibling rivalries,2015,https://www.bbc.co.uk/sport/av/31471796,Pau Gasol,0.5,0.6407674551010132,0.7305165529251099,0.5069358944892883
NBA All-Star Game: All you need to know about basketball showpiece,2015,https://www.bbc.co.uk/sport/av/basketball/31416951,Pau Gasol,-0.4,0.5932973623275757,0.7343181371688843,0.5069358944892883
Famous sporting sibling rivalries,2015,https://www.bbc.co.uk/sport/av/31471796,Marc Gasol,0.5,0.6513798832893372,0.6005182266235352,0.5289084911346436
NBA All-Star Game: All you need to know about basketball showpiece,2015,https://www.bbc.co.uk/sport/av/basketball/31416951,Marc Gasol,-0.4,0.5853100419044495,0.7394870519638062,0.5289084911346436
Penzance's John Daniel Centre had 'faeces on toilet walls',2015,https://www.bbc.co.uk/news/uk-england-cornwall-31115213,John Wall,-0.0333333333333333,0.5624963045120239,0.6456647515296936,0.5281768441200256
Westminster Hall,2015,http://www.bbc.co.uk/democracylive/house-of-commons-31114734,John Wall,0.0,0.5219598412513733,0.5512019991874695,0.5281768441200256
BBC Sports Personality of the Year's top three funny moments,2015,https://www.bbc.co.uk/news/newsbeat-30454025,Andrew Wiggins,0.375,0.5481293797492981,0.6005558371543884,0.540337860584259
Richie Porte claims second Paris-Nice title as Tony Gallopin fades,2015,https://www.bbc.co.uk/sport/cycling/31896196,Andrew Wiggins,0.0686666666666667,0.5562858283519745,0.5646845549345016,0.540337860584259
Lewis Hamilton: Sports Personality win a 'surprise' on a great evening,2015,http://www.bbc.co.uk/sport/0/sports-personality/30473670,Andrew Wiggins,0.1818108788230739,0.5809151615415301,0.5645263195037842,0.540337860584259
NBA All-Star Damian Lillard praises Englishman Joel Freeland,2015,https://www.bbc.co.uk/sport/basketball/31470307,Dwyane Wade,0.1033057851239669,0.5664359927177429,0.5832129120826721,0.5414518713951111
Chesterfield 2-2 Doncaster Rovers,2015,https://www.bbc.co.uk/sport/football/30963192,Jimmy Butler,0.1109079365079365,0.5777334928512573,0.557575523853302,0.500307559967041
Council 'unaware' of child abuser Keith Harding concerns,2015,https://www.bbc.co.uk/news/uk-england-gloucestershire-30094386,Jimmy Butler,0.0,0.6564731597900391,0.6730179786682129,0.500307559967041
Peter Wanless Home Office abuse review findings due,2015,https://www.bbc.co.uk/news/uk-29991699,Jimmy Butler,-0.125,0.5975015759468079,0.5009886622428894,0.500307559967041
Pro12: Munster 28-13 Leinster,2015,https://www.bbc.co.uk/sport/rugby-union/30589212,Jimmy Butler,0.0786111111111111,0.5452198266983033,0.5936840653419495,0.500307559967041
Child abuse inquiry struggles to get off ground,2015,https://www.bbc.co.uk/news/uk-30903013,Jimmy Butler,0.0,0.5949259996414185,0.7724508047103882,0.500307559967041
Cliftonville still team to beat - Glenavon boss Gary Hamilton,2015,https://www.bbc.co.uk/sport/football/30142956,Kyle Lowry,0.1220238095238095,0.5531070033709208,0.5466730296611786,0.5364219546318054
Kevin Pietersen: Eoin Morgan wants me in England side,2015,https://www.bbc.co.uk/sport/cricket/30794807,Kevin Love,0.0808999081726354,0.5652817934751511,0.5610551536083221,0.510053277015686
