Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance
225,GB to face US in Olympic warm-up,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9432322.stm,Kevin Durant,0.1238782051282051,1.0,0.5912482216954231,0.5382932424545288,0.5750698521733284,0.5429663956165314,0.5419111251831055
503,LeBron James becomes minority stakeholder in Liverpool,2010-11,https://www.bbc.co.uk/sport/football/12994144,LeBron James,0.2220588235294117,1.0,0.5473636984825134,0.5364578564961752,0.5751197338104248,0.5246444741884867,0.5054212808609009
2042,Rushden & D'mds 2-2 Southport,2010-11,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9422409.stm,Joe Johnson,0.0319444444444444,0.4,0.5307368338108063,0.5334099233150482,0.5478224754333496,0.5218870043754578,0.5188912153244019
2047,Rockets excited for Magic opener,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9158018.stm,Joe Johnson,0.0431818181818181,0.6000000000000001,0.5902946790059408,0.541109581788381,0.5398013790448507,0.5261579354604086,0.5188912153244019
2096,Rushden & D'mnds 2-0 Eastbourne,2010-11,http://news.bbc.co.uk/sport1/hi/football/eng_conf/9401885.stm,Joe Johnson,0.1680367504835589,0.8,0.5983202755451202,0.5392875075340271,0.5928804576396942,0.5214872062206268,0.5188912153244019
2922,G'ford Heat 66-84 Mersey Tigers,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9415736.stm,Carlos Boozer,0.1365508365508365,0.8,0.6150981336832047,0.5403348058462143,0.5943715274333954,0.5172883719205856,0.5020580291748047
3339,Wolves want new deal for Gilbert,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9433310.stm,Danny Granger,0.2652777777777778,0.8,0.5830094814300537,0.5262598196665446,0.5716436902681986,0.5286615490913391,0.5178067684173584
3352,St J'stone v Rangers as it happened,2010-11,http://news.bbc.co.uk/sport1/hi/football/scot_prem/9448021.stm,Danny Granger,0.2322333333333333,0.2,0.5890011191368103,0.5455828905105591,0.6440261602401733,0.5473165512084961,0.5178067684173584
3518,Sharks run riot to retain BBL Cup,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9359362.stm,Jamal Crawford,0.1064141414141414,0.6000000000000001,0.5713098496198654,0.5278302729129791,0.5775483697652817,0.533128410577774,0.5267977118492126
4514,Nets edge out Raptors in overtime,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9416125.stm,Andrea Bargnani,0.1214725606004676,1.2,0.5966364815831184,0.5272191725671291,0.5740187540650368,0.5270418971776962,0.5217874050140381
4515,London set for NBA double-header,2010-11,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/9413793.stm,Andrea Bargnani,0.1397832097319802,1.2,0.5189878145853678,0.5190288424491882,0.6225540439287821,0.5045675237973531,0.5217874050140381
