Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance
352,Kobe Bryant drops Â£3.71m to stay at LA Lakers for 20th year,2013-14,https://www.bbc.co.uk/sport/basketball/25095610,Kobe Bryant,0.0076704545454545,1.0,0.5405660569667816,0.579362154006958,0.5446707606315613,0.530211865901947,0.6365882754325867
790,LeBron James in talks on David Beckham Miami MLS team,2013-14,https://www.bbc.co.uk/sport/football/24995887,LeBron James,0.2220588235294117,1.0,0.560967743396759,0.5218514998753866,0.5448024272918701,0.549879769484202,0.6442497372627258
1072,LV=Cup: Scarlets 13-7 Gloucester,2013-14,https://www.bbc.co.uk/sport/rugby-union/25885845,James Harden,0.06,1.0,0.6207537849744161,0.5400628050168356,0.5587013562520345,0.5293484131495158,0.6507578492164612
1250,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,Carmelo Anthony,0.1588937145105976,1.0,0.5841191689173381,0.5354047258694966,0.594444191455841,0.531472643216451,0.6296286582946777
1741,Coach Stephen Keshi proud of Nigeria's CHAN campaign,2013-14,https://www.bbc.co.uk/sport/football/26007595,Stephen Curry,0.3156565656565657,0.8,0.570889949798584,0.542353019118309,0.588891327381134,0.5324477851390839,0.6389078497886658
1748,Irish Premiership: Dungannon Swifts 0-4 Warrenpoint Town,2013-14,https://www.bbc.co.uk/sport/football/26995097,Stephen Curry,0.0249999999999999,0.6000000000000001,0.6503214041392008,0.5287334124247233,0.615533689657847,0.5303511818250021,0.6389078497886658
1883,Jamaica faces serious questions in the fight against doping,2013-14,https://www.bbc.co.uk/sport/athletics/24906369,DeMar DeRozan,0.047257313393677,0.8,0.6345765807411887,0.5131520141254772,0.5887287746776234,0.5242934931408275,0.642457127571106
1940,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,Deron Williams,0.1588937145105976,1.0,0.5601147373517354,0.5335614562034607,0.5861285249392192,0.527741805712382,0.6443056464195251
2202,Leeds United: Managing director David Haigh resigns,2013-14,https://www.bbc.co.uk/sport/football/26995315,David Lee,0.0846074380165289,0.8,0.5815747499465942,0.5180943012237549,0.6358188986778259,0.5395935416221619,0.6317210793495178
2203,Leeds United: David Haigh-led takeover bid falls through,2013-14,https://www.bbc.co.uk/sport/football/25830046,David Lee,0.0782967032967033,1.0,0.6435475945472717,0.5350817888975143,0.6102255880832672,0.531870886683464,0.6317210793495178
2205,Leeds United boosted by new investment from David Haigh,2013-14,https://www.bbc.co.uk/sport/football/25103010,David Lee,0.09,0.6000000000000001,0.5863327980041504,0.5497883558273315,0.5658315122127533,0.5469973981380463,0.6317210793495178
2461,BBL Cup final: Leicester overcome Newcastle in tense finish,2013-14,https://www.bbc.co.uk/sport/basketball/25706951,J.R. Smith,0.1090130568356375,0.8,0.5926330941064017,0.5419563055038452,0.5772447756358555,0.5129021065575736,0.646403968334198
2518,Challenge Cup: Batley Bulldogs 10-48 Castleford Tigers,2013-14,http://www.bbc.co.uk/sport/rugby-league/26855154,Blake Griffin,0.1423765432098765,0.6000000000000001,0.5852139790852865,0.5310230255126953,0.5702682932217916,0.5166223645210266,0.6446601748466492
2523,Glasgow 2014: The Jamaican university that changed athletics,2013-14,https://www.bbc.co.uk/sport/commonwealth-games/26986280,Blake Griffin,0.1588937145105976,1.0,0.5694953401883444,0.5420378565788269,0.6112863779067993,0.5229999780654907,0.6446601748466492
2623,World Taekwondo Grand Prix: Lutalo Muhammad wins gold,2013-14,https://www.bbc.co.uk/sport/taekwondo/25379517,Brook Lopez,0.1367753623188406,0.8,0.5806392516408648,0.5259515132222857,0.6114557555743626,0.5219607778957912,0.6097742915153503
2694,Boxing schedule and results 2013,2013-14,https://www.bbc.co.uk/sport/boxing/25622907,Brook Lopez,0.0431818181818181,1.0,0.5996845220697338,0.5280159629624466,0.6325778652881754,0.5311471018297919,0.6097742915153503
2869,Jersey Premiership: St Paul's edge closer to title with Scottish draw,2013-14,https://www.bbc.co.uk/sport/football/26856524,Paul Pierce,0.1170951943679216,0.8,0.5849006652832032,0.524713671207428,0.5967606544494629,0.5268742561340332,0.6390997767448425
3130,World Cup 2014: Guide to Switzerland's Group E,2013-14,https://www.bbc.co.uk/sport/football/25180409,Al Jefferson,0.1095268337783307,1.0,0.5858348103669974,0.542721885901231,0.5886395688240345,0.5314433712225693,0.6170169115066528
3235,Celtic midfielder Paul George moves to Hamilton on loan,2013-14,https://www.bbc.co.uk/sport/football/25736730,Paul George,-0.0166666666666666,1.0,0.6126457452774048,0.5169819593429565,0.5717569589614868,0.5196375846862793,0.6353722810745239
4040,East Fife 1-2 Stenhousemuir,2013-14,https://www.bbc.co.uk/sport/football/26898862,Josh Smith,0.1505952380952381,0.8,0.6233663558959961,0.5369728952646255,0.5469512641429901,0.5228393822908401,0.647332489490509
4041,Kidderminster Harriers 2-2 Braintree Town,2013-14,https://www.bbc.co.uk/sport/football/26202826,Josh Smith,0.1365646258503401,0.8,0.6003224492073059,0.5216558814048767,0.5958924293518066,0.5226185560226441,0.647332489490509
4165,Stenhousemuir 4-2 Brechin City,2013-14,https://www.bbc.co.uk/sport/football/26493557,Josh Smith,0.1741496598639455,0.6000000000000001,0.6098395138978958,0.5260966122150421,0.5773015916347504,0.5130790770053864,0.647332489490509
4464,Swansea City 1-2 Everton,2013-14,https://www.bbc.co.uk/sport/football/25387089,Dwight Howard,0.1597976190476191,1.0,0.6167919581586664,0.5284829031337391,0.5775635242462158,0.5339890284971758,0.6315903663635254
4897,Luol Deng joins Cleveland Cavaliers from Chicago Bulls,2013-14,https://www.bbc.co.uk/sport/basketball/25634383,Luol Deng,-0.0513888888888888,0.8,0.5657274425029755,0.5352088510990143,0.5450025796890259,0.5221240818500519,0.6156083941459656
4904,Luol Deng plans return for Great Britain qualifiers,2013-14,https://www.bbc.co.uk/sport/basketball/25753052,Luol Deng,0.3472222222222222,1.0,0.5761739412943522,0.5461015105247498,0.6145065029462179,0.5138625502586365,0.6156083941459656
