Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment
655,LeBron James' Cleveland Cavaliers NBA return ends in loss,2014-15,https://www.bbc.co.uk/sport/basketball/29846598,LeBron James,0.1551948051948052,1.0,0.651833713054657,0.5471245050430298,0.5836394429206848,0.5222351551055908,0.6079295873641968,0.9322
755,Kevin Pietersen: Eoin Morgan wants me in England side,2014-15,https://www.bbc.co.uk/sport/cricket/30794807,Kevin Love,0.0808999081726354,0.6000000000000001,0.5736395716667175,0.5277435382207235,0.6071158945560455,0.5350284477074941,0.5828455686569214,0.8671
1259,Irish Premiership: Institute 1-1 Warrenpoint Town,2014-15,https://www.bbc.co.uk/sport/football/30606362,Stephen Curry,0.1692307692307692,0.8,0.573912521203359,0.5064172943433126,0.5969026486078898,0.529414713382721,0.5983869433403015,0.9403
1301,Irish Premiership: Ballinamallard Utd 3-1 Warrenpoint Town,2014-15,https://www.bbc.co.uk/sport/football/30255666,Stephen Curry,0.0810213940648723,0.6000000000000001,0.56082983314991,0.5382073372602463,0.5364365726709366,0.5496087074279785,0.5983869433403015,0.9343
1308,Irish Premiership: Portadown 2-1 Institute,2014-15,https://www.bbc.co.uk/sport/football/30673066,Stephen Curry,0.1220178372352285,0.8,0.5799598842859268,0.5636007338762283,0.5613149404525757,0.5261068344116211,0.5983869433403015,0.9382
1395,Irish Premiership: Ballinamallard Utd 2-1 Coleraine,2014-15,https://www.bbc.co.uk/sport/football/31473142,Stephen Curry,0.0341269841269841,0.6000000000000001,0.5655591487884521,0.5178734461466471,0.5787497560183207,0.5269550482432047,0.5983869433403015,-0.7584
1396,Irish Premiership: Ballinamallard Utd 1-1 Crusaders,2014-15,https://www.bbc.co.uk/sport/football/29968735,Stephen Curry,-0.0359567901234567,0.6000000000000001,0.6296850442886353,0.542040487130483,0.5565722386042277,0.5181373556454977,0.5983869433403015,0.9246
2237,NBA All-Star Damian Lillard praises Englishman Joel Freeland,2014-15,https://www.bbc.co.uk/sport/basketball/31470307,Damian Lillard,0.1033057851239669,0.6000000000000001,0.561423271894455,0.516774594783783,0.5207189917564392,0.5368022322654724,0.5896191000938416,0.9694
3164,BBL Trophy final: Newcastle Eagles 96-90 Leicester Riders,2014-15,http://www.bbc.co.uk/sport/basketball/32011667,Thaddeus Young,0.0832569444444444,0.8,0.5668597221374512,0.5299795567989349,0.5802113264799118,0.520094558596611,0.5653748512268066,0.9598
3405,Cliftonville still team to beat - Glenavon boss Gary Hamilton,2014-15,https://www.bbc.co.uk/sport/football/30142956,Kyle Lowry,0.1220238095238095,0.8,0.6811122979436602,0.5257988061223712,0.6295363732746669,0.5413613319396973,0.6123514175415039,0.995
