,season,slug,name,team,age,%games_played,minutes_played,points,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,steals,turnovers,field_goal%,free_throw%,3pt%,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,win_rate,conference_standing,num_mvp,won_last_yr,won_2_yrs_before,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score,frequency,is_mvp
10,2010,billuch01,Chauncey Billups,DENVER NUGGETS,33,0.8902439024390244,34.10958904109589,19.54794520547945,5.602739726027397,13.178082191780822,7.013698630136986,5.575342465753424,0.1232876712328767,2.780821917808219,1.0,5.506849315068493,6.383561643835616,2.150684931506849,0.3424657534246575,2.095890410958904,1.1232876712328768,2.4246575342465757,0.4178794178794178,0.91015625,0.3857493857493858,26.1,0.3,3.7,-0.8,9.3,0.532,4.5,1.2,20.2,1.7,0.423,5.3,0.601,13.0,24.3,3.6,0.182,0.6463414634146342,4,0,0,0,0.0,0.6897717118263245,0.6465855836868286,0.5368766784667969,0.2304206444871469,1,0
11,2010,bogutan01,Andrew Bogut,MILWAUKEE BUCKS,25,0.8414634146341463,32.30434782608695,15.869565217391305,1.8405797101449275,13.18840579710145,3.4347826086956523,0.0289855072463768,2.536231884057971,7.144927536231884,1.0,6.855072463768116,2.1594202898550723,0.0,3.0144927536231885,3.217391304347826,0.5652173913043478,1.8985507246376807,0.5197802197802198,0.6286919831223627,0.0,10.3,6.2,3.1,2.2,26.4,0.26,0.8,10.1,20.7,0.9,0.002,17.9,0.54,11.4,23.3,2.8,0.161,0.5609756097560976,6,0,0,0,0.2156756438006437,0.6016583310233221,0.6088237563769022,0.5138013958930969,0.0917836355580646,3,0
12,2010,boozeca01,Carlos Boozer,UTAH JAZZ,28,0.951219512195122,34.26923076923077,19.47435897435897,3.1666666666666665,14.076923076923077,4.923076923076923,0.0,0.4615384615384615,8.884615384615385,1.0,7.910256410256411,3.6538461538461537,0.0,2.3205128205128207,3.4615384615384617,1.0769230769230769,2.717948717948718,0.5619307832422586,0.7421874999999999,0.0,15.8,1.1,3.4,1.1,29.9,0.35,2.4,8.2,21.3,1.6,0.0,19.4,0.599,14.3,24.8,3.7,0.178,0.6463414634146342,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
13,2010,boshch01,Chris Bosh,TORONTO RAPTORS,25,0.8536585365853658,36.08571428571429,23.97142857142857,2.3714285714285714,16.542857142857144,8.428571428571429,0.3142857142857143,0.9714285714285714,7.914285714285715,1.0,8.571428571428571,6.714285714285714,0.1142857142857142,2.9285714285714284,2.4285714285714284,0.6142857142857143,2.414285714285714,0.5181347150259067,0.7966101694915254,0.3636363636363636,11.5,2.1,3.6,-1.2,25.2,0.509,4.8,9.9,25.0,0.9,0.019,17.7,0.592,10.7,28.7,3.6,0.182,0.4878048780487805,9,0,0,0,0.0327022388386025,0.5807796225828283,0.5424343431697173,0.5248888731002808,0.1168356561255564,5,0
14,2010,brandel01,Elton Brand,PHILADELPHIA 76ERS,30,0.926829268292683,30.223684210526315,13.105263157894736,1.4342105263157894,11.289473684210526,3.0657894736842106,0.0131578947368421,1.0526315789473684,3.710526315789474,0.75,5.421052631578948,2.263157894736842,0.0,2.3552631578947367,3.0526315789473686,1.0789473684210529,1.7236842105263157,0.4801864801864802,0.7381974248927038,0.0,7.9,2.7,-1.8,-0.7,14.7,0.272,-1.1,9.0,15.7,1.9,0.001,11.8,0.518,12.0,21.7,0.1,0.073,0.3292682926829268,12,0,0,0,0.1198615544777777,0.575675743928662,0.5907728614630523,0.5154513120651245,0.0047546282405363,9,0
15,2010,breweco01,Corey Brewer,MINNESOTA TIMBERWOLVES,23,1.0,30.26829268292683,13.0,2.3536585365853657,11.573170731707316,3.1219512195121952,2.8902439024390243,0.3536585365853658,2.548780487804878,1.0,4.987804878048781,2.024390243902439,1.0,0.8536585365853658,2.731707317073171,1.4268292682926829,2.0,0.4309799789251844,0.6484375,0.3459915611814346,12.5,0.9,-2.2,-0.1,9.6,0.27,-2.1,3.1,12.1,2.4,0.25,6.3,0.502,13.4,21.5,-0.1,0.02,0.1829268292682926,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
16,2010,brewero02,Ronnie Brewer,UTAH JAZZ,24,0.6463414634146342,31.358490566037737,9.452830188679243,2.849056603773585,7.849056603773585,2.4150943396226414,0.5849056603773585,0.2830188679245283,2.5660377358490565,1.0,3.8867924528301887,1.528301886792453,0.1509433962264151,0.8301886792452831,1.509433962264151,1.6037735849056605,0.9622641509433962,0.4951923076923077,0.6328125000000001,0.2580645161290322,13.1,0.7,1.3,1.9,9.4,0.308,-0.6,3.2,12.8,2.6,0.075,6.4,0.53,9.7,14.1,1.4,0.108,0.6463414634146342,5,0,0,0,0.2366198865733748,0.5675044966780621,0.5720656099526779,0.5246517062187195,0.0012188332072001,1,0
17,2010,brookaa01,Aaron Brooks,HOUSTON ROCKETS,25,1.0,35.59756097560975,19.5609756097561,5.2926829268292686,16.23170731707317,3.634146341463415,6.402439024390244,0.1707317073170731,1.9634146341463412,1.0,7.012195121951219,2.9878048780487805,2.548780487804878,0.6585365853658537,2.426829268292683,0.8414634146341463,2.8292682926829267,0.4320060105184072,0.8221476510067114,0.3980952380952381,25.6,0.3,0.7,-1.6,6.6,0.224,2.3,2.0,16.0,1.2,0.394,4.2,0.549,13.7,25.7,1.9,0.091,0.5121951219512195,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
18,2010,bryanko01,Kobe Bryant,LOS ANGELES LAKERS,31,0.8902439024390244,38.83561643835616,26.98630136986301,5.0,21.493150684931507,7.410958904109589,4.123287671232877,0.273972602739726,4.287671232876712,1.0,9.808219178082192,6.013698630136986,1.356164383561644,1.0684931506849316,2.5616438356164384,1.547945205479452,3.191780821917808,0.4563416188655194,0.8114602587800369,0.3289036544850499,23.8,0.5,4.1,0.2,12.2,0.345,3.9,3.1,21.9,2.1,0.192,7.7,0.545,11.4,32.3,4.4,0.16,0.6951219512195121,1,1,0,1,0.1881929822606052,0.5907665120349044,0.6202527940982864,0.522912323474884,0.1093663087526297,24,0
19,2010,butlera01,Rasual Butler,LOS ANGELES CLIPPERS,30,1.0,32.951219512195124,11.939024390243905,1.4146341463414631,10.609756097560975,1.7682926829268293,5.2682926829268295,0.8292682926829268,2.451219512195122,0.7804878048780488,4.341463414634147,1.4878048780487805,1.7682926829268293,0.4756097560975609,1.475609756097561,0.4390243902439024,0.9634146341463414,0.4091954022988506,0.8413793103448276,0.3356481481481481,6.8,1.9,-1.9,-1.1,8.7,0.167,-0.8,1.7,10.7,0.7,0.497,5.1,0.524,7.8,17.0,0.1,0.048,0.3536585365853658,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
20,2010,bynuman01,Andrew Bynum,LOS ANGELES LAKERS,22,0.7926829268292683,30.41538461538461,15.03076923076923,1.0461538461538462,10.584615384615384,4.015384615384615,0.0153846153846153,1.446153846153846,5.6,1.0,6.030769230769231,2.9692307692307693,0.0,2.723076923076923,2.9692307692307693,0.5384615384615384,1.7692307692307692,0.5697674418604651,0.7394636015325671,0.0,5.8,3.6,1.5,0.4,20.4,0.379,1.1,10.1,20.2,0.9,0.001,15.3,0.608,12.5,20.8,1.8,0.188,0.6951219512195121,1,0,0,0,0.2522723803973803,0.5723225937949286,0.5465111633141836,0.5252323746681213,0.0187347143342237,3,0
21,2010,cartevi01,Vince Carter,ORLANDO MAGIC,33,0.9146341463414634,30.8,16.586666666666666,3.1466666666666665,13.533333333333331,4.08,4.32,0.24,3.466666666666667,0.9866666666666668,5.786666666666667,3.4266666666666667,1.586666666666667,0.44,2.52,0.7066666666666667,1.413333333333333,0.4275862068965517,0.8398692810457516,0.3672839506172839,17.8,0.6,2.0,0.4,12.6,0.301,1.6,1.7,17.1,1.2,0.319,7.3,0.541,8.4,25.2,2.3,0.154,0.7195121951219512,2,0,0,0,0.2584081670210925,0.5925928351435235,0.5586357362219615,0.5223991870880127,0.0317801690560822,10,0
22,2010,chandwi01,Wilson Chandler,NEW YORK KNICKS,22,0.7926829268292683,35.69230769230769,15.276923076923078,2.123076923076923,13.23076923076923,2.4615384615384617,2.3076923076923075,0.7538461538461538,3.923076923076923,0.9846153846153848,6.338461538461538,1.984615384615385,0.6153846153846154,1.4307692307692308,2.830769230769231,0.7076923076923077,1.6615384615384616,0.4790697674418605,0.80625,0.2666666666666667,9.8,1.6,-2.1,-1.1,12.7,0.186,-1.0,4.5,13.7,1.0,0.174,8.5,0.534,10.4,20.2,0.0,0.057,0.3536585365853658,11,0,0,0,0.0877130063454099,0.6102785237593108,0.5881981451633317,0.5294552445411682,0.0071467751908458,8,0
23,2010,conlemi01,Mike Conley,MEMPHIS GRIZZLIES,22,0.975609756097561,32.1125,11.9875,5.3125,10.375,2.3375,2.65,0.15,2.0125,1.0,4.6125,1.7375,1.025,0.375,2.225,1.3625,2.125,0.444578313253012,0.7433155080213905,0.3867924528301886,24.8,0.4,-0.6,-0.6,7.3,0.225,0.0,1.4,13.9,2.2,0.255,4.3,0.526,15.7,18.4,0.9,0.074,0.4878048780487805,10,0,0,0,0.1246665931374043,0.5581724342990917,0.6114168197297685,0.5221288800239563,0.0067423871482429,5,0
24,2010,crawfja01,Jamal Crawford,ATLANTA HAWKS,29,0.9634146341463414,31.139240506329116,18.037974683544306,3.0126582278481013,13.9873417721519,3.9873417721518982,5.405063291139241,0.1518987341772152,2.113924050632912,0.0,6.278481012658228,3.4177215189873418,2.0632911392405062,0.430379746835443,1.6708860759493671,0.7721518987341772,1.7341772151898731,0.4488687782805429,0.8571428571428572,0.3817330210772833,16.1,0.4,2.4,-1.1,8.0,0.285,3.5,1.6,18.4,1.3,0.386,4.8,0.573,9.9,25.8,2.7,0.143,0.6463414634146342,3,0,0,0,0.0,0.5624095797538757,0.5344771146774292,0.53203284740448,0.0,2,0
25,2010,curryst01,Stephen Curry,GOLDEN STATE WARRIORS,21,0.975609756097561,36.2,17.4875,5.9,14.2875,2.5,4.75,0.2375,3.85,0.9625,6.6,2.2125,2.075,0.6,3.15,1.9,3.0375,0.4619422572178477,0.885,0.4368421052631579,24.6,0.5,0.7,-0.5,12.0,0.175,1.1,1.8,16.3,2.5,0.332,6.8,0.568,16.5,21.8,2.0,0.077,0.3170731707317073,13,0,0,0,0.055113161692109,0.5744978537162145,0.5598320927884844,0.5232797265052795,0.0105946931424774,3,0
26,2010,davisba01,Baron Davis,LOS ANGELES CLIPPERS,30,0.9146341463414634,33.64,15.266666666666667,7.973333333333334,13.533333333333331,3.88,3.9466666666666663,0.5733333333333334,2.853333333333333,0.9733333333333334,5.493333333333333,3.1866666666666665,1.0933333333333333,0.6933333333333334,2.8,1.68,2.813333333333333,0.405911330049261,0.8213058419243986,0.277027027027027,39.6,1.3,1.5,0.0,9.9,0.287,1.5,2.4,17.4,2.6,0.292,6.1,0.501,15.6,24.3,2.2,0.086,0.3536585365853658,12,0,0,0,0.1959271968070072,0.5841270925677847,0.6077141946243917,0.5028625726699829,0.0025527278081401,10,0
27,2010,delfica01,Carlos Delfino,MILWAUKEE BUCKS,27,0.9146341463414634,30.386666666666667,11.0,2.6933333333333334,9.76,1.586666666666667,4.866666666666666,0.28,4.573333333333333,0.88,3.986666666666667,1.24,1.7866666666666666,0.68,1.84,1.0666666666666669,1.586666666666667,0.4084699453551912,0.7815126050420168,0.3671232876712329,14.0,0.7,1.5,1.5,18.0,0.163,-0.1,2.4,12.9,1.8,0.499,9.8,0.526,13.2,18.0,2.0,0.101,0.5609756097560976,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
28,2010,denglu01,Luol Deng,CHICAGO BULLS,24,0.8536585365853658,37.871428571428574,17.571428571428573,2.0428571428571427,14.485714285714286,4.714285714285714,1.1857142857142855,0.8714285714285714,5.442857142857143,0.9857142857142858,6.757142857142857,3.6,0.4571428571428571,1.8714285714285717,1.8428571428571427,0.9428571428571428,1.9142857142857144,0.4664694280078895,0.7636363636363637,0.3855421686746987,9.1,1.8,1.0,0.3,15.8,0.325,0.7,5.6,16.1,1.3,0.082,10.7,0.531,10.4,21.9,2.0,0.106,0.5,8,0,0,0,0.1738318848083522,0.5699627581464761,0.6310363471166377,0.5237088203430176,0.0861035220425177,9,0
29,2010,diawbo01,Boris Diaw,CHARLOTTE BOBCATS,27,1.0,35.4390243902439,11.28048780487805,3.963414634146341,9.426829268292684,1.7926829268292683,2.5121951219512195,0.6951219512195121,3.573170731707317,1.0,4.548780487804878,1.3780487804878048,0.8048780487804879,1.5975609756097562,2.6707317073170733,0.7317073170731707,2.1707317073170733,0.482535575679172,0.7687074829931972,0.3203883495145631,18.9,1.6,0.8,0.9,11.9,0.19,-0.1,5.5,12.8,1.1,0.266,8.8,0.552,17.5,16.2,2.0,0.103,0.5365853658536586,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
30,2010,duhonch01,Chris Duhon,NEW YORK KNICKS,27,0.8170731707317073,30.92537313432836,7.373134328358209,5.641791044776119,6.731343283582089,1.417910447761194,3.850746268656717,0.044776119402985,2.238805970149253,0.8805970149253731,2.5074626865671643,1.0149253731343284,1.3432835820895523,0.417910447761194,1.2388059701492538,0.8805970149253731,1.6417910447761197,0.3725055432372506,0.7157894736842105,0.3488372093023256,25.9,0.1,-2.5,-1.3,8.4,0.211,-1.2,1.5,10.7,1.5,0.572,4.9,0.501,18.2,13.1,-0.3,0.045,0.3536585365853658,11,0,0,0,0.1635111941930125,0.5644183123812956,0.5769725652302012,0.5221039056777954,0.0019239099496764,1,0
31,2010,duncati01,Tim Duncan,SAN ANTONIO SPURS,33,0.951219512195122,31.256410256410252,17.884615384615383,3.1538461538461537,13.871794871794872,4.794871794871795,0.141025641025641,1.5,7.269230769230769,0.9871794871794872,7.1923076923076925,3.4743589743589745,0.0256410256410256,2.833333333333333,1.948717948717949,0.5769230769230769,1.794871794871795,0.5184842883548983,0.7245989304812834,0.1818181818181818,17.8,3.5,6.1,1.8,26.8,0.346,4.4,10.8,24.7,1.0,0.01,18.9,0.56,10.1,26.0,5.0,0.215,0.6097560975609756,8,2,0,0,0.0556893230777159,0.5874259809652964,0.5830065563321113,0.5218837261199951,0.014294244344899,12,0
32,2010,duranke01,Kevin Durant,OKLAHOMA CITY THUNDER,21,1.0,39.5,30.146341463414632,2.817073170731707,20.341463414634145,10.24390243902439,4.280487804878049,1.024390243902439,6.317073170731708,1.0,9.682926829268292,9.21951219512195,1.5609756097560976,1.2804878048780488,2.0853658536585367,1.3658536585365857,3.304878048780488,0.4760191846522782,0.8999999999999999,0.3646723646723647,13.5,1.9,7.1,0.8,17.9,0.504,6.3,3.8,26.2,1.8,0.21,11.0,0.607,11.7,32.0,7.5,0.238,0.6097560975609756,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
33,2010,ellismo01,Monta Ellis,GOLDEN STATE WARRIORS,24,0.7804878048780488,41.359375,25.484375,5.3125,21.96875,6.0625,3.5625,0.390625,3.28125,1.0,9.859375,4.5625,1.203125,0.734375,2.953125,2.234375,3.8125,0.4487908961593172,0.7525773195876289,0.337719298245614,21.2,0.7,-1.4,-1.5,9.0,0.276,0.1,1.9,16.7,2.6,0.162,5.4,0.517,13.4,29.5,0.4,0.023,0.3170731707317073,13,0,0,0,0.25,0.5784756243228912,0.6003105640411377,0.525741457939148,0.1152103222435734,2,0
34,2010,evansty01,Tyreke Evans,SACRAMENTO KINGS,20,0.8780487804878049,37.18055555555556,20.13888888888889,5.75,16.180555555555557,6.458333333333333,1.9583333333333333,0.3611111111111111,4.361111111111111,1.0,7.402777777777778,4.833333333333333,0.5,0.9166666666666666,2.833333333333333,1.5138888888888888,3.0,0.4575107296137338,0.7483870967741936,0.2553191489361702,26.1,0.7,1.3,0.0,13.6,0.399,1.3,2.8,18.2,2.1,0.121,8.1,0.529,13.6,26.2,2.2,0.097,0.3048780487804878,14,0,0,0,0.4,0.6558625996112823,0.7292508780956268,0.5050502419471741,0.2614620203683372,2,0
35,2010,feltora01,Raymond Felton,CHARLOTTE BOBCATS,25,0.975609756097561,33.0375,12.1,5.575,10.575,2.1625,1.95,0.275,2.9375,1.0,4.85,1.65,0.75,0.6625,2.15,1.5375,2.1,0.458628841607565,0.7630057803468208,0.3846153846153846,29.5,0.7,1.6,1.5,10.5,0.204,0.1,2.5,15.2,2.5,0.184,6.6,0.525,15.4,19.2,2.3,0.118,0.5365853658536586,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
36,2010,gallida01,Danilo Gallinari,NEW YORK KNICKS,21,0.9878048780487804,33.91358024691358,15.074074074074074,1.6666666666666667,11.444444444444445,3.7901234567901234,6.024691358024692,0.7160493827160493,4.111111111111111,0.9135802469135802,4.839506172839506,3.098765432098765,2.2962962962962963,0.8024691358024691,2.3580246913580245,0.925925925925926,1.3580246913580247,0.4228694714131607,0.8175895765472313,0.3811475409836065,7.6,1.6,0.5,-0.7,14.0,0.331,1.2,2.6,14.8,1.4,0.526,8.2,0.575,9.4,19.3,1.7,0.098,0.3536585365853658,11,0,0,0,0.0,0.6915561556816101,0.6374415755271912,0.531773030757904,0.0,1,0
37,2010,gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,25,0.8414634146341463,35.78260869565217,14.608695652173912,2.391304347826087,9.434782608695652,5.449275362318841,0.0144927536231884,1.579710144927536,6.260869565217392,1.0,5.478260869565218,3.652173913043478,0.0,3.0144927536231885,3.681159420289855,1.0,1.9565217391304348,0.5806451612903226,0.6702127659574467,0.0,10.2,3.4,2.8,1.1,20.5,0.578,1.8,9.8,19.3,1.4,0.002,15.1,0.617,14.2,16.9,3.0,0.164,0.4878048780487805,10,0,0,0,0.1635111941930125,0.5797924539622139,0.5776145878960105,0.5098683834075928,0.0019239099496764,1,0
38,2010,gasolpa01,Pau Gasol,LOS ANGELES LAKERS,29,0.7926829268292683,36.96923076923077,18.307692307692307,3.353846153846154,12.984615384615385,5.569230769230769,0.0769230769230769,1.7384615384615385,7.553846153846154,1.0,6.953846153846154,4.4,0.0,3.7384615384615385,2.3384615384615386,0.5692307692307692,2.2,0.5355450236966824,0.7900552486187846,0.0,15.0,3.5,4.9,1.3,22.7,0.429,3.7,11.4,22.9,0.8,0.006,17.1,0.593,12.5,21.4,4.2,0.22,0.6951219512195121,1,0,0,0,0.1758010623256524,0.5720695773760478,0.6531772508507683,0.5144921541213989,0.0048485567407577,5,0
39,2010,gayru01,Rudy Gay,MEMPHIS GRIZZLIES,23,0.975609756097561,39.6875,19.5875,1.9125,16.1,5.0,2.525,0.8,4.4625,1.0,7.5,3.7625,0.825,1.4375,2.5125,1.475,2.1125,0.4658385093167701,0.7525000000000001,0.3267326732673267,7.8,1.5,0.5,-0.3,13.2,0.311,0.8,4.2,16.2,1.9,0.157,8.7,0.535,10.3,22.5,2.0,0.096,0.4878048780487805,10,0,0,0,0.1,0.5334028005599976,0.6315656900405884,0.5255078077316284,0.0,1,0
40,2010,goodedr01,Drew Gooden,LOS ANGELES CLIPPERS,28,0.2926829268292683,30.20833333333333,14.791666666666666,0.875,11.083333333333334,4.208333333333333,0.0833333333333333,0.3333333333333333,5.916666666666667,0.9166666666666666,5.458333333333333,3.875,0.0,3.5,2.708333333333333,0.625,2.1666666666666665,0.4924812030075187,0.9207920792079208,0.0,5.0,0.8,-1.9,-1.7,22.8,0.38,-0.2,13.4,18.0,1.1,0.008,18.1,0.572,14.3,22.6,0.0,0.114,0.3536585365853658,12,0,0,0,0.1273748757555575,0.6036149188876152,0.5519538415329797,0.5365318655967712,0.0125645129186557,2,0
41,2010,gordoer01,Eric Gordon,LOS ANGELES CLIPPERS,21,0.7560975609756098,35.95161290322581,16.85483870967742,3.0,12.64516129032258,4.82258064516129,5.17741935483871,0.2258064516129032,2.177419354838709,0.967741935483871,5.67741935483871,3.5806451612903225,1.9193548387096773,0.4032258064516129,1.5483870967741935,1.1129032258064515,2.3225806451612905,0.4489795918367347,0.7424749163879599,0.3707165109034268,13.8,0.5,-0.9,-1.0,7.1,0.381,0.1,1.3,14.1,1.6,0.409,4.2,0.571,13.6,21.5,0.6,0.069,0.3536585365853658,12,0,0,0,0.0113013740967495,0.5962551447356782,0.6048436250840249,0.5266140103340149,0.0050855127760958,14,0
