,season,name,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score,frequency
0,2023,Aaron Gordon,0.1078258785697748,0.5807682101598769,0.5696416066156337,0.5922839045524597,0.0080403663610409,22
1,2023,Al Horford,0.0902433313719721,0.5607024729251862,0.602441946665446,0.5880286693572998,0.0017583224714823,2
2,2023,Andrew Wiggins,0.1413675033625546,0.5970141245495705,0.5806870786029668,0.5879976749420166,0.0106417090610111,8
3,2023,Anfernee Simons,0.1097777777777777,0.5579828321933746,0.5697886546452839,0.5930483341217041,0.0138669451858501,2
4,2023,Anthony Davis,0.1027843264428837,0.592394880431168,0.5700539880403966,0.5877047777175903,0.0162171557465782,22
5,2023,Anthony Edwards,0.05618249133613,0.6021593885407562,0.6101001825006235,0.5901345014572144,0.0545278296961231,14
6,2023,Bam Adebayo,0.1923076923076923,0.5135908424854279,0.5904920101165771,0.5972620844841003,0.00980592516144,1
7,2023,Bojan Bogdanović,0.1380976513751858,0.5777424911657969,0.5759428282578787,0.5915696024894714,0.0018418499684168,2
8,2023,Bradley Beal,0.1222451790633608,0.5848921040693918,0.5819588502248129,0.5888496041297913,0.0030605963975402,1
9,2023,Brandon Ingram,0.0912451267056529,0.6085908085107803,0.5918628474076589,0.5767854452133179,0.0078533271774398,5
10,2023,Brook Lopez,0.1285318598234199,0.5945813159147898,0.5927891631921133,0.5788662433624268,0.0131008329346041,3
11,2023,CJ McCollum,0.1515151515151515,0.601487378279368,0.5408050616582235,0.5878459215164185,0.0127915631234684,1
12,2023,Cade Cunningham,0.0940207613487429,0.5717990034156375,0.5856276618109809,0.5762221813201904,0.0067196649376716,3
13,2023,Cameron Johnson,-0.0078026980172852,0.6170186139695294,0.5897048542757968,0.585019588470459,0.0226551051738653,13
14,2023,Chris Paul,0.0104914577693503,0.6117181491219635,0.6456832924769038,0.5824297070503235,0.0646861820220821,22
15,2023,D'Angelo Russell,0.1333677008029684,0.5807876621144087,0.5834344834547103,0.5961951017379761,0.0083502485170857,24
16,2023,Damian Lillard,0.104893092056999,0.6078596209937875,0.5745378416596038,0.572152316570282,0.0097910288808045,11
17,2023,Darius Garland,0.1074539349539349,0.5749907533327738,0.5639913241068523,0.5763570666313171,0.0122529146486271,3
18,2023,De'Aaron Fox,0.0979454765913099,0.5703309997029248,0.5588946619204113,0.5954745411872864,0.0098527351144258,4
19,2023,DeMar DeRozan,0.1679750068943458,0.5971459466077034,0.5597137435561135,0.5970617532730103,0.0067127913036035,7
20,2023,Deandre Ayton,0.1912495627268354,0.5799142109023201,0.5558537509706286,0.5947425961494446,0.0145873656148506,3
21,2023,Dejounte Murray,0.1690125880092743,0.5898863304820325,0.582337057010995,0.5495321154594421,0.0064200739278679,2
22,2023,Dennis Schröder,0.063406031519276,0.6084165175755819,0.5589069955878787,0.5565803050994873,0.0074411474404275,3
23,2023,Desmond Bane,0.2637310606060606,0.5798526207605997,0.5645423928896586,0.5514346957206726,0.0135044907831952,1
24,2023,Devin Booker,0.1584025899745596,0.5792297507325808,0.5799803054995006,0.5893710851669312,0.0136685628777826,6
25,2023,Devin Vassell,0.1387787413809503,0.5783788170665503,0.6153475521753231,0.5902798175811768,0.0275621556372941,8
26,2023,Dillon Brooks,0.1188345521803792,0.5825120403810783,0.5474433148348773,0.5807012319564819,0.0129219541328008,3
27,2023,Domantas Sabonis,0.1118328168044076,0.5857312232255936,0.5821737945079803,0.5986400246620178,0.0189646759096926,2
28,2023,Donovan Mitchell,0.0871884878694914,0.5954226589865154,0.617783878246943,0.5900824069976807,0.064830840192671,6
29,2023,Dorian Finney-Smith,0.1579545454545454,0.5882450739542643,0.5788003404935201,0.6063346862792969,0.0058144716120049,1
30,2023,Draymond Green,0.1214706431010105,0.5886602430842268,0.5718875236449088,0.5671647787094116,0.0098107896813345,20
31,2023,Eric Gordon,0.0787880271103267,0.6340563750515381,0.5921251308172941,0.587763786315918,0.0060100276320095,4
32,2023,Franz Wagner,0.0147843228200371,0.6394818907692318,0.6400232087998164,0.5651235580444336,0.0633162138688091,7
33,2023,Fred VanVleet,0.2183848578957274,0.590592657526334,0.5712160741289456,0.6062498092651367,0.0136307320621476,2
34,2023,Giannis Antetokounmpo,0.1511246958443137,0.5856197835898947,0.5833562986432821,0.5941260457038879,0.0251025381228857,29
35,2023,Gordon Hayward,0.2039848484848485,0.6203727126121521,0.6211857994397482,0.588409960269928,0.0068836369420054,1
36,2023,Harrison Barnes,0.1073367736760593,0.5629069045186043,0.620891147851944,0.5879122018814087,0.007478692578949,5
37,2023,Ja Morant,0.1109460462809189,0.5718178856703969,0.5921254182855288,0.5903226733207703,0.034188887885357,12
38,2023,Jabari Smith Jr.,0.0838888888888888,0.5218031108379364,0.7161238491535187,0.6149909496307373,0.0230191896872167,1
