Unnamed: 0,title,date,url,player,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance
118,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Kevin Durant,0.2387205387205387,1.2,0.6126940151055654,0.5238170325756073,0.5837271610895792,0.5349597235520681,0.7331181168556213
513,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,LeBron James,0.2387205387205387,1.2,0.5720396737257639,0.5327931940555573,0.5766085783640543,0.5284968713919321,0.7389696836471558
569,NBA stars set for USA-Great Britain clash in Manchester,2011-12,https://www.bbc.co.uk/sport/basketball/17158534,LeBron James,0.2791666666666667,1.0,0.5520705580711365,0.5324270129203796,0.5680376291275024,0.5281131565570831,0.7389696836471558
648,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Kobe Bryant,0.2387205387205387,1.2,0.6011318763097128,0.5456576844056448,0.6079239249229431,0.5208102663358053,0.7340041399002075
781,NBA stars set for USA-Great Britain clash in Manchester,2011-12,https://www.bbc.co.uk/sport/basketball/17158534,Kobe Bryant,0.2791666666666667,1.0,0.5247547924518585,0.5694198608398438,0.5565200448036194,0.5465331673622131,0.7340041399002075
900,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Derrick Rose,0.2387205387205387,1.2,0.6235915025075277,0.5408177773157755,0.5920651853084564,0.5288510918617249,0.7348081469535828
913,Great Britain's Luol Deng to make NBA history,2011-12,https://www.bbc.co.uk/sport/basketball/16982141,Derrick Rose,0.0590402703536184,1.0,0.5785475820302963,0.5433806478977203,0.6284820735454559,0.5456962734460831,0.7348081469535828
948,NBA big names back Luol Deng to star for Great Britain,2011-12,https://www.bbc.co.uk/sport/basketball/17176959,Derrick Rose,0.2623327430145613,1.0,0.5554234609007835,0.5366387292742729,0.5855829566717148,0.5216303542256355,0.7348081469535828
1012,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Dwyane Wade,0.2387205387205387,1.2,0.5821896096070608,0.5341859857241312,0.5505966742833456,0.5242017010847727,0.741104781627655
1055,Great Britain's Luol Deng to make NBA history,2011-12,https://www.bbc.co.uk/sport/basketball/16982141,Dwyane Wade,0.0590402703536184,1.0,0.5673928707838058,0.5256426483392715,0.6401472836732864,0.5173835307359695,0.741104781627655
1108,London 2012: Olympic sport this week,2011-12,https://www.bbc.co.uk/sport/olympics/16678808,Dwyane Wade,0.2167136034255599,1.2,0.6035129811082568,0.5238977159772601,0.5877595671585628,0.5219727967466626,0.741104781627655
1146,Sunderland boss O'Neill confirms bid for Davies rejected,2011-12,https://www.bbc.co.uk/sport/football/16783028,Kevin Martin,0.1308928571428571,0.8,0.5965736905733744,0.5120749076207479,0.5892842610677084,0.5175800720850626,0.7276103496551514
1431,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Blake Griffin,0.2387205387205387,1.2,0.6031622389952341,0.5204139550526937,0.5719625552495321,0.531303882598877,0.7320235967636108
1486,Leeds 34-16 Hull KR,2011-12,https://www.bbc.co.uk/sport/rugby-league/16834123,Blake Griffin,0.1077901104063895,0.8,0.603812038898468,0.5281803693090167,0.5729971528053284,0.5069296615464347,0.7320235967636108
1574,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Russell Westbrook,0.2387205387205387,1.2,0.5571782688299814,0.5238271852334341,0.565676877895991,0.5252589682737986,0.7376461625099182
1689,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Dwight Howard,0.2387205387205387,1.2,0.5628891487916311,0.5437971452871958,0.5622605880101522,0.5220866203308105,0.721671462059021
1752,London 2012: Olympic sport this week,2011-12,https://www.bbc.co.uk/sport/olympics/16678808,Dwight Howard,0.2167136034255599,1.2,0.5614356185708728,0.5332916676998138,0.5750435292720795,0.5211124973637717,0.721671462059021
1769,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,LaMarcus Aldridge,0.2387205387205387,1.2,0.6581874986489614,0.5421108305454254,0.5795881648858389,0.5281719068686167,0.7368906140327454
2326,Grand National: Aintree runners and riders,2011-12,https://www.bbc.co.uk/sport/horse-racing/17371976,Al Jefferson,0.1611691737418482,1.0,0.5960002214677872,0.536327758143025,0.6073606129615537,0.5223739281777413,0.7331802845001221
2419,Arbroath 6-1 Albion Rovers,2011-12,https://www.bbc.co.uk/sport/football/16631000,Paul Pierce,0.0795454545454545,0.6000000000000001,0.6255213220914205,0.5172909100850424,0.6197232405344645,0.5062842965126038,0.7297606468200684
2462,Edinburgh Capitals lose to Coventry Blaze in the Elite League,2011-12,https://www.bbc.co.uk/sport/ice-hockey/17433383,Paul Pierce,-0.0612654320987654,0.8,0.587737242380778,0.5377231736977895,0.5599832236766815,0.5433422525723776,0.7297606468200684
2964,London 2012: LeBron James and Kobe Bryant in US Olympic squad,2011-12,https://www.bbc.co.uk/sport/basketball/16586122,Chris Bosh,0.2387205387205387,1.2,0.6164314647515615,0.5247518122196198,0.5704774856567383,0.5151742498079935,0.7302347421646118
3042,London 2012: Olympic sport this week,2011-12,https://www.bbc.co.uk/sport/olympics/16678808,Chris Bosh,0.2167136034255599,1.2,0.5708269221442086,0.5235781839915684,0.5916086690766471,0.5214975689138684,0.7302347421646118
3080,London 2012: Luol Deng's journey to the Olympics,2011-12,https://www.bbc.co.uk/sport/olympics/17480700,Luol Deng,0.1522638146167558,1.0,0.5592689386435917,0.5328012917722974,0.6651406501020704,0.5267621321337563,0.7223817110061646
3100,London 2012: Luol Deng wrist injury worry for GB Olympic team,2011-12,https://www.bbc.co.uk/sport/basketball/16712536,Luol Deng,0.2092908346134152,1.0,0.6134387105703354,0.5431506931781769,0.5959733128547668,0.5262167602777481,0.7223817110061646
3107,Great Britain's Luol Deng to make NBA history,2011-12,https://www.bbc.co.uk/sport/basketball/16982141,Luol Deng,0.0590402703536184,1.0,0.5703287571668625,0.5325815975666046,0.6592522710561752,0.5387321412563324,0.7223817110061646
3112,Injured Luol Deng risks fine for Africa T-shirt in NBA All-Star Game,2011-12,https://www.bbc.co.uk/sport/basketball/17176233,Luol Deng,0.2469977553310886,1.0,0.5391296148300171,0.5251091122627258,0.6120997309684754,0.5206339716911316,0.7223817110061646
3113,NBA big names back Luol Deng to star for Great Britain,2011-12,https://www.bbc.co.uk/sport/basketball/17176959,Luol Deng,0.2623327430145613,1.0,0.6244086399674416,0.5608128011226654,0.609354667365551,0.5241992101073265,0.7223817110061646
3130,NBA superstar Deng returns to his Sudan roots,2011-12,http://www.bbc.co.uk/sport/0/olympics/17314096,Luol Deng,0.1434045459012292,1.0,0.6002044209412166,0.5289285353251866,0.5791973003319332,0.5259666400296348,0.7223817110061646
3222,London 2012: Great Britain announce men's basketball squad,2011-12,https://www.bbc.co.uk/sport/olympics/17668619,Luol Deng,0.2333333333333333,1.0,0.5906364470720291,0.5414232313632965,0.6206003427505493,0.5242646187543869,0.7223817110061646
3243,NBA star Byron Mullens confirms GB eligibility for London 2012,2011-12,https://www.bbc.co.uk/sport/basketball/17240669,Luol Deng,0.3103030303030302,1.0,0.641515463590622,0.5411186814308167,0.5762044191360474,0.5225154459476471,0.7223817110061646
3308,GB captain Drew Sullivan on discovering basketball by chance,2011-12,https://www.bbc.co.uk/sport/olympics/17693107,Luol Deng,0.1874103174603174,1.0,0.6137182787060738,0.532173715531826,0.5767611563205719,0.5306926146149635,0.7223817110061646
3650,Super Bowl XLVI: New York Giants v New England Patriots preview,2011-12,https://www.bbc.co.uk/sport/american-football/16880857,Michael Beasley,0.1759458795173081,0.8,0.5907778978347779,0.5237834274768829,0.6028169572353363,0.5271712303161621,0.7272211313247681
4023,Coagh Utd 1-1 Newbuildings Utd,2011-12,https://www.bbc.co.uk/sport/football/16997161,Stephen Curry,-0.0091666666666666,0.6000000000000001,0.5825986266136169,0.554102897644043,0.6411246061325073,0.5233274102210999,0.7278728485107422
4317,Dag and Red 0-1 Northampton,2011-12,https://www.bbc.co.uk/sport/football/17268059,Tony Parker,0.2126377410468319,0.6000000000000001,0.6068107684453329,0.5335108041763306,0.5902999838193258,0.5186978181203207,0.7420994639396667
4744,Martin Allen looks to improve Notts County squad,2011-12,https://www.bbc.co.uk/sport/football/16356849,Ray Allen,0.4260276679841897,0.8,0.5898802429437637,0.5203456282615662,0.6555204689502716,0.5303688198328018,0.728539764881134
5262,Gary Johnson sees potential in Reading's Lawson D'Ath,2011-12,https://www.bbc.co.uk/sport/football/17049179,Joe Johnson,0.1095588235294117,0.8,0.6375922411680222,0.5318482220172882,0.5562486201524734,0.5278090983629227,0.7345600724220276
5394,Linfield and Portadown wait for news of injured strikers,2011-12,https://www.bbc.co.uk/sport/football/17074135,Wesley Matthews,0.0925407925407925,0.8,0.6499555557966232,0.537677988409996,0.5664088577032089,0.520157590508461,0.7293189764022827
