title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance
NBA: Russell Westbrook breaks 55 year-old triple-double season record,2017,https://www.bbc.co.uk/sport/av/basketball/39581387,Russell Westbrook,0.0,0.6194518208503723,0.606735110282898,0.6057978868484497
Russell Westbrook sets NBA triple-double record,2017,http://www.bbc.co.uk/sport/basketball/39551418,Russell Westbrook,0.1362499999999999,0.5875425040721893,0.576484203338623,0.6057978868484497
Russell Westbrook makes NBA history with triple-double high score,2017,https://www.bbc.co.uk/sport/basketball/39441465,Russell Westbrook,0.2224263038548752,0.578679621219635,0.5886183083057404,0.6057978868484497
Chicago Cubs win World Series: 'Baseball will never be the same again',2017,https://www.bbc.co.uk/sport/baseball/37857919,Russell Westbrook,0.1085238534075743,0.5733219981193542,0.5586544871330261,0.6057978868484497
Patriots stun Falcons to win Super Bowl,2017,https://www.bbc.co.uk/sport/american-football/38877420,James Harden,0.1396694214876032,0.6500799059867859,0.5820091366767883,0.6377131342887878
North v South: Mark Wood strikes on return while Ben Duckett makes century,2017,https://www.bbc.co.uk/sport/cricket/39281294,James Harden,0.1545454545454545,0.577562133471171,0.5373923182487488,0.6377131342887878
BBL Cup Final 2017: Newcastle Eagles beat Glasgow Rocks for third success,2017,https://www.bbc.co.uk/sport/basketball/38584775,Isaiah Thomas,0.0643264143264143,0.5973367889722189,0.5656873981157938,0.6185659766197205
Wrexham murder suspect hunt after disabled man's death,2017,https://www.bbc.co.uk/news/uk-wales-39418374,Anthony Davis,-0.2,0.6139578223228455,0.5419602394104004,0.6219444870948792
Africa Cup of Nations 2017: Which Premier League players are involved?,2017,https://www.bbc.co.uk/sport/football/38500696,Karl-Anthony Towns,0.1270676691729323,0.5828629044386057,0.5765783213652097,0.6640822887420654
Stephen Curry shoots NBA three-point record in Warriors win,2017,https://www.bbc.co.uk/sport/basketball/37906636,Stephen Curry,-0.0681998556998557,0.5206297636032104,0.6548457741737366,0.6148076057434082
