title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance
James Harden: Houston Rockets guard sets NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/47635647,James Harden,0.0238721804511278,0.5600040555000305,0.5750763714313507,0.5737280249595642
James Harden: Houston Rockets guard scores 57 points against Grizzlies,2019,https://www.bbc.co.uk/sport/av/basketball/47658321,James Harden,0.0,0.597321629524231,0.5240356922149658,0.5737280249595642
James Harden: Houston Rockets' guard ties Wilt Chamberlain record,2019,https://www.bbc.co.uk/sport/basketball/47236160,James Harden,0.0390625,0.5209144949913025,0.5721367299556732,0.5737280249595642
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,James Harden,0.0992857142857143,0.5516571998596191,0.598065197467804,0.5737280249595642
James Harden: How the Houston Rockets' guard is dominating the NBA,2019,https://www.bbc.co.uk/sport/basketball/47189093,James Harden,0.1505005411255411,0.6161961197853089,0.5864651203155518,0.5737280249595642
NBA: James Harden scores 61 points as Houston Rockets beat New York Knicks,2019,https://www.bbc.co.uk/sport/av/tennis/46989363,James Harden,0.1363636363636363,0.5871179699897766,0.654388964176178,0.5737280249595642
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,James Harden,0.0,0.550945520401001,0.7716051936149597,0.5737280249595642
NBA: Giannis Antetokounmpo & James Harden dominate in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46808624,James Harden,0.5,0.7890648245811462,0.7967111468315125,0.5737280249595642
Houston Rockets: James Harden sets new NBA scoring record,2019,https://www.bbc.co.uk/sport/basketball/46874219,James Harden,0.2098214285714285,0.5309091806411743,0.5662533342838287,0.5737280249595642
NBA: Houston Rockets' James Harden scores 54 points in loss to Washington Wizards,2019,https://www.bbc.co.uk/sport/av/basketball/46360539,James Harden,0.0,0.7774438858032227,0.5692649483680725,0.5737280249595642
NBA: Watch the top 10 plays of the week,2019,https://www.bbc.co.uk/sport/av/basketball/46686762,James Harden,0.5,0.509362518787384,0.7689647078514099,0.5737280249595642
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,James Harden,0.1341540404040404,0.5363466739654541,0.627337247133255,0.5737280249595642
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,James Harden,0.1622222222222222,0.5968387126922607,0.5787135660648346,0.5737280249595642
LeBron James is first player in the NBA's top 10 all-time scoring and assists lists,2019,https://www.bbc.co.uk/sport/basketball/47368038,James Harden,0.06,0.5331807136535645,0.6038145422935486,0.5737280249595642
NBA: Donovan Mitchell dunks over 7ft JaVale McGee in top 10 plays,2019,https://www.bbc.co.uk/sport/av/basketball/46892436,James Harden,0.5,0.5356556177139282,0.6934809684753418,0.5737280249595642
LeBron James passes Wilt Chamberlain on NBA all-time scoring list in Lakers win,2019,https://www.bbc.co.uk/sport/basketball/46218586,James Harden,0.0958333333333333,0.5577118198076884,0.6149372657140096,0.5737280249595642
NBA: Lebron James' LA Lakers home debut is marred by a fight and ends in defeat,2019,https://www.bbc.co.uk/sport/basketball/45932208,James Harden,0.0357733175914994,0.579499363899231,0.5058423280715942,0.5737280249595642
"NBA: Brandon Ingram, Rajon Rondo & Chris Paul banned after punch-up",2019,https://www.bbc.co.uk/sport/basketball/45937730,James Harden,-0.1,0.6144639849662781,0.5227058231830597,0.5737280249595642
NBA: LeBron James claims first Los Angeles Lakers victory,2019,https://www.bbc.co.uk/sport/basketball/45975260,James Harden,0.0819285714285714,0.5731433629989624,0.5530389944712321,0.5737280249595642
Russell Westbrook ties Wilt Chamberlain's triple-double record,2019,https://www.bbc.co.uk/sport/basketball/47188932,James Harden,0.1108333333333333,0.5331058303515116,0.5943194627761841,0.5737280249595642
King George VI Chase: Clan Des Obeaux gives Paul Nicholls a 10th race win,2019,https://www.bbc.co.uk/sport/horse-racing/46686508,Paul George,0.1964887152777778,0.6129583239555358,0.584819233417511,0.5710606575012207
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kemba Walker,0.1341540404040404,0.6045942604541779,0.5379571914672852,0.565798819065094
"Oscars, Baftas, Golden Globes: Who stands to win this year?",2019,https://www.bbc.co.uk/news/newsbeat-46047244,Bradley Beal,0.55,0.523822009563446,0.7047156691551208,0.5686163902282715
Oscars 2019: Winners in full,2019,https://www.bbc.co.uk/news/entertainment-arts-46917940,Bradley Beal,0.35,0.5156692862510681,0.521317720413208,0.5686163902282715
Golden Globes 2019: Red carpet in pictures,2019,https://www.bbc.co.uk/news/entertainment-arts-46777956,Bradley Beal,0.15,0.514530599117279,0.5922048091888428,0.5686163902282715
Oscars 2019 pictures: The best of the ceremony,2019,https://www.bbc.co.uk/news/in-pictures-47306696,Bradley Beal,1.0,0.5460070967674255,0.659980058670044,0.5686163902282715
NFL week 14 review: Chicago Bears channel 1985 defence to smother LA Rams,2019,https://www.bbc.co.uk/sport/american-football/46508677,Bradley Beal,0.2509171241130006,0.5660361117786832,0.55907318327162,0.5686163902282715
Oscars 2019: The Favourite and Roma lead nominations,2019,https://www.bbc.co.uk/news/entertainment-arts-46960562,Bradley Beal,0.0,0.5606812834739685,0.5740329623222351,0.5686163902282715
Golden Globes: Lady Gaga up for best actress award,2019,https://www.bbc.co.uk/news/entertainment-arts-46466416,Bradley Beal,0.65,0.5674107670783997,0.5173344016075134,0.5686163902282715
LeBron James impresses but LA Lakers lose 128-119 at Portland Trail Blazers,2019,https://www.bbc.co.uk/sport/basketball/45911389,Damian Lillard,0.1622222222222222,0.6121454834938049,0.5094563066959381,0.5665938854217529
NBA: Golden State Warriors trio fined for criticising officials,2019,https://www.bbc.co.uk/sport/basketball/47795575,Kevin Durant,-0.04,0.5422784686088562,0.6048746705055237,0.5823974609375
NBA All-Star: Giannis scores game-high 38 points in defeat to Team LeBron,2019,https://www.bbc.co.uk/sport/basketball/47276052,Kevin Durant,0.1341540404040404,0.5430317968130112,0.6232924312353134,0.5823974609375
Favourite player's injured? Get a refund,2019,https://www.bbc.co.uk/news/technology-47222143,Kevin Durant,0.0,0.5594919323921204,0.5686434507369995,0.5823974609375
Golden State Warriors beat Los Angeles Clippers in final regular-season game,2019,https://www.bbc.co.uk/sport/basketball/47850335,Kevin Durant,0.0249188311688311,0.5334973633289337,0.6278846561908722,0.5823974609375
Kristaps Porzingis: New York Knicks man joins Dallas Mavericks in deadline-day shock,2019,https://www.bbc.co.uk/sport/basketball/47086242,Kevin Durant,0.051762187088274,0.6481647253036499,0.5814324736595153,0.5823974609375
Week in pictures: 16 - 22 February 2019,2019,https://www.bbc.co.uk/news/in-pictures-47330955,Kevin Durant,0.0,0.5108440518379211,0.6358965039253235,0.5823974609375
Zion Williamson injured as Nike shoe falls apart after 33 seconds,2019,https://www.bbc.co.uk/sport/basketball/47315530,Kevin Durant,0.0490810471579702,0.6283569733301798,0.5507499575614929,0.5823974609375
James Harden adds to NBA record as Houston beat Golden State in overtime,2019,https://www.bbc.co.uk/sport/basketball/46756360,Kevin Durant,0.0992857142857143,0.5513517061869303,0.5885777870814005,0.5823974609375
NBA: James Harden takes basketball to the face from Giannis Antetokounmpo,2019,https://www.bbc.co.uk/sport/av/basketball/46825249,Giannis Antetokounmpo,0.0,0.6215697526931763,0.5026914477348328,0.5749064087867737
