title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance
LeBron James on fire as Cavaliers beat Pistons,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8579552.stm,LeBron James,0.0,0.6573055982589722,0.5654692053794861,0.5280039310455322
Lebron James bags 40 points in Friday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8553398.stm,LeBron James,0.0,0.556220531463623,0.5229599475860596,0.5280039310455322
LeBron wishes GB basketballers luck,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8514395.stm,LeBron James,0.0,0.6774487495422363,0.5044524073600769,0.5280039310455322
LeBron leads way as Cavs rule Kings in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8592449.stm,LeBron James,0.0,0.5030434727668762,0.5538344979286194,0.5280039310455322
All-Star Plays of the week,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8523834.stm,Dwyane Wade,0.0,0.5068711042404175,0.5466958284378052,0.5202259421348572
Nowitzki magic helps Mavericks pip Wizards in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8471885.stm,Dirk Nowitzki,0.5,0.5945293307304382,0.6958961486816406,0.536741316318512
Mavericks beat Spurs in Wednesday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8367961.stm,Dirk Nowitzki,0.0,0.5069319009780884,0.6565066576004028,0.536741316318512
Lakers ruin Nowitzki's big night in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8458635.stm,Dirk Nowitzki,0.0,0.6110464930534363,0.7595409750938416,0.536741316318512
Mavericks edge Bucks in Monday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8363829.stm,Dirk Nowitzki,0.0,0.5642593502998352,0.6856620907783508,0.536741316318512
Kobe Bryant stars in Lakers win,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8398853.stm,Kobe Bryant,0.8,0.6176819801330566,0.5994390845298767,0.522912323474884
Bryant rallies Lakers past Kings,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8431557.stm,Kobe Bryant,-0.25,0.5479302406311035,0.6323046088218689,0.522912323474884
Houston no problem for Bryant as Lakers win,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8591488.stm,Kobe Bryant,0.8,0.6186880469322205,0.7117012739181519,0.522912323474884
Lakers outfox Wizards in Tuesday's NBA action,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8482508.stm,Kobe Bryant,0.1,0.5606295466423035,0.6793739199638367,0.522912323474884
Lakers Knick win in New York,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8476522.stm,Kobe Bryant,0.4681818181818182,0.5737475752830505,0.5813978314399719,0.522912323474884
Brilliant Bryant breaks deadlock as Lakers win,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8559497.stm,Kobe Bryant,0.8500000000000001,0.6514899730682373,0.6732624769210815,0.522912323474884
Lakers suffer first loss - Friday's NBA action,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8335300.stm,Kobe Bryant,0.175,0.5852856040000916,0.6066666841506958,0.522912323474884
NBA highlights - Plays of the week,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8497935.stm,Kobe Bryant,0.0,0.5940536856651306,0.6737661957740784,0.522912323474884
Bryant tops NBA plays of the week,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8380050.stm,Kobe Bryant,0.0,0.5290399193763733,0.644131600856781,0.522912323474884
Bryant bags 28 to pound Pistons,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8424314.stm,Kobe Bryant,0.0,0.5111603736877441,0.5934953689575195,0.522912323474884
Bryant helps Lakers lick Knicks in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8378037.stm,Kobe Bryant,0.0,0.6152465343475342,0.6069257855415344,0.522912323474884
Wins for Cavaliers & Lakers in Thursday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8359199.stm,Kobe Bryant,0.3,0.5092592239379883,0.5553178191184998,0.522912323474884
Lakers drown out Jazz in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8405423.stm,Kobe Bryant,0.0,0.7514716982841492,0.6736887693405151,0.522912323474884
LA Lakers snatch overtime victory,2010,http://news.bbc.co.uk/sport1/hi/other_sports/8437655.stm,Kobe Bryant,0.0,0.6542498469352722,0.5742477774620056,0.522912323474884
Deng's Bulls down Hawks in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8423089.stm,Kobe Bryant,-0.1555555555555555,0.5775858163833618,0.5740236043930054,0.522912323474884
Lakers battle to beat Warriors,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8519766.stm,Kobe Bryant,0.0,0.6213212013244629,0.5957086086273193,0.522912323474884
Kobe snatches Lakers win in Boston,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8490861.stm,Kobe Bryant,0.8,0.600578248500824,0.6630093455314636,0.522912323474884
Lakers see off Nets in Sunday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8385640.stm,Kobe Bryant,0.0,0.5439462661743164,0.6095218658447266,0.522912323474884
Bryant leads Lakers to victory,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8434539.stm,Kobe Bryant,0.0,0.597659707069397,0.6370033621788025,0.522912323474884
Bryant is Lakers all-time top scorer,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8494131.stm,Kobe Bryant,0.5,0.5006460547447205,0.5888892412185669,0.522912323474884
LA back to winning ways in Tuesday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8365900.stm,Kobe Bryant,0.25,0.5221045613288879,0.5804113745689392,0.522912323474884
Nets victory ends eighteen game slump,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8396884.stm,Kobe Bryant,-0.4,0.73997962474823,0.6369423270225525,0.522912323474884
Lakers begin NBA season with win,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8326886.stm,Kobe Bryant,0.1097902097902097,0.5617224276065826,0.5448262691497803,0.522912323474884
LA Lakers set to play in London,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8618149.stm,Kobe Bryant,0.1692151018380526,0.5929181320326669,0.6500118630273002,0.522912323474884
Anthony nets 50 for the Nuggets,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8384077.stm,Carmelo Anthony,0.0,0.5562770366668701,0.5515222549438477,0.531563937664032
Nuggets outpoint Cavs in overtime thriller,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8523898.stm,Carmelo Anthony,0.0,0.6423829197883606,0.5548545122146606,0.531563937664032
Deng's Bulls down Spurs - Thursday's NBA action,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8333449.stm,Carmelo Anthony,-0.0277777777777777,0.6274883151054382,0.6810405850410461,0.531563937664032
Nuggets too hot for Portland in the NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8600519.stm,Carmelo Anthony,0.25,0.5208642482757568,0.5142062306404114,0.531563937664032
Super Bowl XLIV as it happened,2010,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/8501058.stm,Carmelo Anthony,0.1074376885740522,0.5566889728818621,0.5810000470706395,0.531563937664032
Nash helps Suns outshine Bulls in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8596148.stm,Amar'e Stoudemire,0.0,0.5280919075012207,0.7067809700965881,0.543718695640564
Grizzlies beat Knicks in Friday's NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8566072.stm,Zach Randolph,0.0,0.5956845283508301,0.5662932991981506,0.5205573439598083
Randolph runs riot as Grizzlies maul Knicks,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8541459.stm,Zach Randolph,0.0,0.5490707159042358,0.7188177704811096,0.5205573439598083
Colin's Trunk of Funk playlist,2010,http://news.bbc.co.uk/local/shropshire/hi/tv_and_radio/newsid_8120000/8120698.stm,Zach Randolph,0.2366198865733748,0.5831417130387347,0.5828273892402649,0.5205573439598083
NBA highlights - Bosh helps Raptors beat Kings,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8503770.stm,Chris Bosh,0.0,0.62778240442276,0.5067533254623413,0.5248888731002808
Bosh bags points as Raptors reign in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8465292.stm,Chris Bosh,0.0,0.5404848456382751,0.5448569655418396,0.5248888731002808
Bosh injured as Raptors lose in NBA,2010,http://news.bbc.co.uk/sport1/hi/other_sports/basketball/8606616.stm,Chris Bosh,0.0,0.5292796492576599,0.5082110166549683,0.5248888731002808
Sport in focus: Shoot,2010,http://news.bbc.co.uk/1/hi/in_depth/8515858.stm,Chris Bosh,0.0,0.6081826090812683,0.5861659049987793,0.5248888731002808
NFL off-season news and gossip,2010,http://news.bbc.co.uk/sport1/hi/other_sports/american_football/8574540.stm,Chris Bosh,0.1635111941930125,0.5981686045141781,0.5661845031906577,0.5248888731002808
QI: Series G: Groovy,2010,https://www.bbc.co.uk/programmes/b00pkbnv,David Lee,0.0,0.5183107852935791,0.591396152973175,0.5298064351081848
