title,date,url,player,textblob_sentiment,sentiment_bert_average_score,sentiment_xlnet_average_score,bert_relevance,relevance_score
NBA: Trae Young stars as Atlanta Hawks defeat Milwaukee Bucks,2022,https://www.bbc.co.uk/sport/basketball/59287472,Trae Young,0.1273809523809523,0.5847506821155548,0.5734143257141113,0.680163562297821,0.019482724003061
NBA: Atlanta Hawks end Phoenix Suns' streak while Los Angeles Lakers beaten,2022,https://www.bbc.co.uk/sport/basketball/60256924,Trae Young,0.241111111111111,0.5985217094421387,0.5535133481025696,0.680163562297821,0.0139896040416804
Tom Brady retires: Watch touchdown passes from his early play-off and Super Bowl wins,2022,https://www.bbc.co.uk/sport/av/american-football/60223981,Trae Young,0.2444444444444444,0.6401935815811157,0.6309007406234741,0.680163562297821,0.0
"NBA: Jazz end two-game losing streak, Antetokounmpo stars as Bucks get back to winning ways",2022,https://www.bbc.co.uk/sport/basketball/59200795,Trae Young,0.1636363636363636,0.5808091958363851,0.5792893568674723,0.680163562297821,0.0733825323192257
Karl-Anthony Towns records season-high NBA score in Minnesota Timberwolves win,2022,https://www.bbc.co.uk/sport/basketball/60747632,Trae Young,0.2649999999999999,0.6225816309452057,0.5594123005867004,0.680163562297821,0.0508430939980273
NBA: Stephen Curry scores 50 as Golden State Warriors beat Atlanta Hawks,2022,https://www.bbc.co.uk/sport/basketball/59209614,Trae Young,0.1454545454545455,0.5495220124721527,0.615462139248848,0.680163562297821,0.0383580416594971
NBA: Golden State Warriors beat Utah Jazz to reach play-offs,2022,https://www.bbc.co.uk/sport/basketball/60972112,Trae Young,0.1311688311688311,0.6006836295127869,0.5559449195861816,0.680163562297821,0.0230758378897281
NBA: Stephen Curry scores 45 as Golden State Warriors beat Los Angeles Clippers,2022,https://www.bbc.co.uk/sport/basketball/59006438,Trae Young,0.0319444444444444,0.5887171626091003,0.6024717390537262,0.680163562297821,0.0234519368917113
NBA: LA Lakers lose to LA Clippers as Dallas Mavericks beat Golden State Warriors,2022,https://www.bbc.co.uk/sport/basketball/60605747,Trae Young,0.0218567251461988,0.5992415348688761,0.5810350974400839,0.680163562297821,0.0188448308858986
NBA: Wins for Bulls & Warriors as Bucks and Nets lose,2022,https://www.bbc.co.uk/sport/basketball/59865447,Trae Young,0.2322333333333333,0.5540209213892618,0.5551336407661438,0.680163562297821,0.0287174856231024
NBA: Giannis Antetokounmpo scores season-high 50 points for Bucks,2022,https://www.bbc.co.uk/sport/basketball/60400079,Trae Young,0.1593434343434343,0.5836601058642069,0.5859469374020895,0.680163562297821,0.0152498518714577
NBA: Phoenix Suns beat San Antonio Spurs to secure 10th consecutive win,2022,https://www.bbc.co.uk/sport/basketball/60195518,Trae Young,0.1352029914529914,0.6008069316546122,0.5780849854151408,0.680163562297821,0.0163781107790219
NBA: DeMar DeRozan scores buzzer-beating three-pointer as Chicago Bulls beat Indiana Pacers,2022,https://www.bbc.co.uk/sport/basketball/59846066,Trae Young,0.1254498106060606,0.6107381184895834,0.5938952366511027,0.680163562297821,0.0346398014358914
NBA: Giannis Antetokounmpo hits 40 points to lead Milwaukee Bucks past Charlotte Hornets,2022,https://www.bbc.co.uk/sport/basketball/59502851,Trae Young,0.2236208236208236,0.5688684384028116,0.6193819642066956,0.680163562297821,0.0339083211315226
Tom Brady retires: The rise and success of seven-time Super Bowl winner,2022,https://www.bbc.co.uk/sport/american-football/60224493,Trae Young,0.1800222072299994,0.5603011413054033,0.6216704086823897,0.680163562297821,0.0196168752626069
NBA: Giannis Antetokounmpo and LeBron James shine for Bucks and Lakers,2022,https://www.bbc.co.uk/sport/basketball/59619765,Trae Young,0.253314393939394,0.6230669468641281,0.5419324040412903,0.680163562297821,0.0251465845206651
NBA: Joel Embiid helps Philadelphia 76ers to win over Los Angeles Lakers,2022,https://www.bbc.co.uk/sport/basketball/60166399,Trae Young,0.0516645988420181,0.6110698729753494,0.5860222727060318,0.680163562297821,0.0271674753502545
NBA: Stephen Curry one off Ray Allen record as Golden State Warriors beat Indiana Pacers,2022,https://www.bbc.co.uk/sport/basketball/59648686,Trae Young,0.1342035217035216,0.5351504683494568,0.5694217532873154,0.680163562297821,0.0111236742681493
Super Bowl 2022: Rams find recipe for success but are Bengals built better for the future?,2022,https://www.bbc.co.uk/sport/american-football/60362408,Trae Young,0.1724153280145016,0.540652785036299,0.5799077285660638,0.680163562297821,0.0239108939978201
NBA preview: 75th anniversary season set up to be one of the greats,2022,https://www.bbc.co.uk/sport/basketball/58915171,Trae Young,0.146480151054619,0.596945159137249,0.5875932797789574,0.680163562297821,0.0121781118222786
NFL play-offs: Tom Brady chasing eighth title as Aaron Rodgers and Patrick Mahomes challenge,2022,https://www.bbc.co.uk/sport/american-football/59997401,Trae Young,0.1194018037518038,0.5682292472232472,0.5823563716628335,0.680163562297821,0.0121781118222786
NFL play-offs: Profiles and ones to watch for eight teams in divisional round,2022,https://www.bbc.co.uk/sport/american-football/60088341,Trae Young,0.1416967361476032,0.5643235345681509,0.5932215054829916,0.680163562297821,0.0144524838592459
Tom Brady: NFL great makes retirement U-turn after six weeks,2022,https://www.bbc.co.uk/sport/american-football/60731983,Trae Young,0.169081919901592,0.6031896770000458,0.5567877093950907,0.680163562297821,0.0077006527324332
NFL play-offs: Profiles and ones to watch for four teams in Conference Championships,2022,https://www.bbc.co.uk/sport/american-football/60169610,Trae Young,0.1885224424698109,0.5534108552065763,0.5907387137413025,0.680163562297821,0.0118486233404236
Tom Brady: NFL great and seven-time Super Bowl winner confirms retirement,2022,https://www.bbc.co.uk/sport/american-football/60209139,Trae Young,0.2391582491582491,0.6161089880125863,0.574286333152226,0.680163562297821,0.0062060623813003
